unix_ts_recv,seq,rtt_ms,t_send_unix,warmup,test_id,condition,camera_mode,lidar_mode,video_enabled,lidar_enabled
1779496782.6406047,5559,9.4614,1779496782.6311433,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496782.7526412,5560,20.7739,1779496782.7318673,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496782.8422499,5561,10.1552,1779496782.8320947,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496782.9509766,5562,18.4734,1779496782.9325032,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496783.0467236,5563,13.6106,1779496783.033113,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496783.1624165,5564,29.1288,1779496783.1332877,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496783.243975,5565,10.2527,1779496783.2337222,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496783.34692,5566,12.2504,1779496783.3346696,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496783.484501,5567,49.3174,1779496783.4351835,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496783.567869,5568,32.2192,1779496783.5356498,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496783.6523433,5569,16.4459,1779496783.6358974,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496783.7458222,5570,9.3343,1779496783.7364879,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496783.8487484,5571,11.7769,1779496783.8369715,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496783.981164,5572,43.9882,1779496783.9371758,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496784.0688522,5573,31.0452,1779496784.037807,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496784.152595,5574,14.1294,1779496784.1384656,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496784.257905,5575,18.8,1779496784.239105,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496784.3515363,5576,11.7066,1779496784.3398297,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496784.478592,5577,37.8799,1779496784.440712,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496784.565962,5578,24.6971,1779496784.541265,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496784.653396,5579,11.73,1779496784.641666,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496784.7583382,5580,16.2253,1779496784.7421129,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496784.8610103,5581,18.5025,1779496784.8425078,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496784.9817502,5582,38.6176,1779496784.9431326,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496785.0723796,5583,28.6751,1779496785.0437045,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496785.2113237,5584,67.101,1779496785.1442227,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496785.2976208,5585,53.1619,1779496785.244459,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496785.363858,5586,18.7507,1779496785.3451073,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496785.4695413,5587,23.9501,1779496785.4455912,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496785.5650322,5588,18.5039,1779496785.5465283,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496785.6561294,5589,8.9755,1779496785.6471539,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496785.763483,5590,15.6555,1779496785.7478275,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496785.8712356,5591,23.1953,1779496785.8480403,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496785.955567,5592,4.5612,1779496785.9510057,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496786.057021,5593,5.5473,1779496786.0514736,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496786.1660402,5594,14.1425,1779496786.1518977,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496786.2582233,5595,6.0275,1779496786.2521958,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496786.3668346,5596,14.2436,1779496786.352591,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496786.4660902,5597,11.1747,1779496786.4549155,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496786.5702095,5598,13.9933,1779496786.5562162,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496786.6859052,5599,29.1784,1779496786.6567268,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496786.7693706,5600,11.7786,1779496786.757592,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496786.877224,5601,19.1429,1779496786.858081,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496787.0068352,5602,48.0239,1779496786.9588113,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496787.0794806,5603,20.1001,1779496787.0593805,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496787.1724453,5604,12.3258,1779496787.1601195,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496787.271151,5605,10.3793,1779496787.2607718,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496787.375865,5606,14.5173,1779496787.3613477,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496787.4731603,5607,11.313,1779496787.4618473,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496787.5776792,5608,15.259,1779496787.5624201,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496787.6688523,5609,6.0158,1779496787.6628366,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496787.7769556,5610,13.6142,1779496787.7633414,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496787.8723772,5611,8.811,1779496787.8635662,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496787.9805632,5612,16.3178,1779496787.9642453,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496788.070828,5613,6.0287,1779496788.0647993,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496788.1795268,5614,14.1866,1779496788.1653402,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496788.2773721,5615,11.8237,1779496788.2655485,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496788.383095,5616,17.0662,1779496788.3660288,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496788.4752693,5617,8.5952,1779496788.466674,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496788.5856724,5618,18.4546,1779496788.5672178,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496788.6778283,5619,9.9161,1779496788.6679122,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496788.7867334,5620,18.2574,1779496788.768476,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496788.8807235,5621,11.9452,1779496788.8687782,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496788.9751544,5622,6.114,1779496788.9690404,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496789.0758944,5623,4.426,1779496789.0714684,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496789.1786962,5624,6.5479,1779496789.1721482,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496789.2847557,5625,12.0873,1779496789.2726684,False,C6_full_detail,C6_full_detail,normal,detail,True,True
