unix_ts,event,topic,seq,test_id,condition,payload_bytes,active_camera_mode,active_lidar_mode,video_enabled,lidar_enabled,notes
1779492264.6790435,stat_pub,stat,-1,,,209,off,off,False,False,
1779492265.179306,stat_pub,stat,-1,,,208,off,off,False,False,
1779492265.6799662,stat_pub,stat,-1,,,209,off,off,False,False,
1779492266.1804736,stat_pub,stat,-1,,,208,off,off,False,False,
1779492266.680896,stat_pub,stat,-1,,,207,off,off,False,False,
1779492267.1810298,stat_pub,stat,-1,,,208,off,off,False,False,
1779492267.6812818,stat_pub,stat,-1,,,209,off,off,False,False,
1779492268.1816142,stat_pub,stat,-1,,,209,off,off,False,False,
1779492268.6817677,stat_pub,stat,-1,,,209,off,off,False,False,
1779492269.1819422,stat_pub,stat,-1,,,209,off,off,False,False,
1779492269.6823049,stat_pub,stat,-1,,,209,off,off,False,False,
1779492270.1829143,stat_pub,stat,-1,,,209,off,off,False,False,
1779492270.6830826,stat_pub,stat,-1,,,209,off,off,False,False,
1779492271.1834376,stat_pub,stat,-1,,,209,off,off,False,False,
1779492271.683761,stat_pub,stat,-1,,,208,off,off,False,False,
1779492272.1841354,stat_pub,stat,-1,,,209,off,off,False,False,
1779492272.6843903,stat_pub,stat,-1,,,209,off,off,False,False,
1779492273.184749,stat_pub,stat,-1,,,208,off,off,False,False,
1779492273.6849918,stat_pub,stat,-1,,,209,off,off,False,False,
1779492274.1851645,stat_pub,stat,-1,,,209,off,off,False,False,
1779492274.685448,stat_pub,stat,-1,,,208,off,off,False,False,
1779492275.1859417,stat_pub,stat,-1,,,209,off,off,False,False,
1779492275.686236,stat_pub,stat,-1,,,208,off,off,False,False,
1779492276.1863437,stat_pub,stat,-1,,,209,off,off,False,False,
1779492276.6865451,stat_pub,stat,-1,,,209,off,off,False,False,
1779492277.1867986,stat_pub,stat,-1,,,209,off,off,False,False,
1779492277.6871367,stat_pub,stat,-1,,,209,off,off,False,False,
1779492278.1875129,stat_pub,stat,-1,,,209,off,off,False,False,
1779492278.6880057,stat_pub,stat,-1,,,210,off,off,False,False,
1779492279.1882298,stat_pub,stat,-1,,,210,off,off,False,False,
1779492279.688792,stat_pub,stat,-1,,,209,off,off,False,False,
1779492280.1890726,stat_pub,stat,-1,,,210,off,off,False,False,
1779492280.6901038,stat_pub,stat,-1,,,210,off,off,False,False,
1779492281.190544,stat_pub,stat,-1,,,207,off,off,False,False,
1779492281.691125,stat_pub,stat,-1,,,207,off,off,False,False,
1779492282.191319,stat_pub,stat,-1,,,209,off,off,False,False,
1779492282.6915474,stat_pub,stat,-1,,,210,off,off,False,False,
1779492283.192028,stat_pub,stat,-1,,,209,off,off,False,False,
1779492283.6925855,stat_pub,stat,-1,,,210,off,off,False,False,
1779492284.193032,stat_pub,stat,-1,,,209,off,off,False,False,
1779492284.6932197,stat_pub,stat,-1,,,210,off,off,False,False,
1779492285.1934798,stat_pub,stat,-1,,,210,off,off,False,False,
1779492285.6935985,stat_pub,stat,-1,,,210,off,off,False,False,
1779492286.1938117,stat_pub,stat,-1,,,210,off,off,False,False,
1779492286.6944005,stat_pub,stat,-1,,,210,off,off,False,False,
1779492287.1949713,stat_pub,stat,-1,,,210,off,off,False,False,
1779492287.6954226,stat_pub,stat,-1,,,210,off,off,False,False,
1779492288.1959522,stat_pub,stat,-1,,,210,off,off,False,False,
1779492288.6961832,stat_pub,stat,-1,,,210,off,off,False,False,
1779492289.1964195,stat_pub,stat,-1,,,210,off,off,False,False,
1779492289.6967418,stat_pub,stat,-1,,,210,off,off,False,False,
1779492290.1968892,stat_pub,stat,-1,,,210,off,off,False,False,
1779492290.6973238,stat_pub,stat,-1,,,210,off,off,False,False,
1779492291.1977048,stat_pub,stat,-1,,,210,off,off,False,False,
1779492291.6982799,stat_pub,stat,-1,,,210,off,off,False,False,
1779492292.19878,stat_pub,stat,-1,,,208,off,off,False,False,
1779492292.6993303,stat_pub,stat,-1,,,210,off,off,False,False,
1779492293.1998155,stat_pub,stat,-1,,,210,off,off,False,False,
1779492293.700165,stat_pub,stat,-1,,,209,off,off,False,False,
1779492294.2002614,stat_pub,stat,-1,,,210,off,off,False,False,
1779492294.700629,stat_pub,stat,-1,,,208,off,off,False,False,
1779492295.2011857,stat_pub,stat,-1,,,209,off,off,False,False,
1779492295.7015703,stat_pub,stat,-1,,,210,off,off,False,False,
1779492296.2020965,stat_pub,stat,-1,,,210,off,off,False,False,
1779492296.7026136,stat_pub,stat,-1,,,210,off,off,False,False,
1779492297.2028468,stat_pub,stat,-1,,,210,off,off,False,False,
1779492297.7031076,stat_pub,stat,-1,,,210,off,off,False,False,
1779492298.2032895,stat_pub,stat,-1,,,210,off,off,False,False,
1779492298.703726,stat_pub,stat,-1,,,209,off,off,False,False,
1779492299.2042634,stat_pub,stat,-1,,,210,off,off,False,False,
1779492299.7046707,stat_pub,stat,-1,,,210,off,off,False,False,
1779492300.205319,stat_pub,stat,-1,,,209,off,off,False,False,
1779492300.705621,stat_pub,stat,-1,,,209,off,off,False,False,
1779492301.2060018,stat_pub,stat,-1,,,210,off,off,False,False,
1779492301.7061727,stat_pub,stat,-1,,,210,off,off,False,False,
1779492302.2066357,stat_pub,stat,-1,,,210,off,off,False,False,
1779492302.7068243,stat_pub,stat,-1,,,210,off,off,False,False,
1779492303.2074997,stat_pub,stat,-1,,,210,off,off,False,False,
1779492303.7077324,stat_pub,stat,-1,,,210,off,off,False,False,
1779492304.2082193,stat_pub,stat,-1,,,210,off,off,False,False,
1779492304.708571,stat_pub,stat,-1,,,209,off,off,False,False,
1779492305.2091138,stat_pub,stat,-1,,,210,off,off,False,False,
1779492305.7091956,stat_pub,stat,-1,,,210,off,off,False,False,
1779492306.2095983,stat_pub,stat,-1,,,210,off,off,False,False,
1779492306.7100835,stat_pub,stat,-1,,,210,off,off,False,False,
1779492307.210577,stat_pub,stat,-1,,,208,off,off,False,False,
1779492307.7109382,stat_pub,stat,-1,,,209,off,off,False,False,
1779492308.2113044,stat_pub,stat,-1,,,210,off,off,False,False,
1779492308.711833,stat_pub,stat,-1,,,209,off,off,False,False,
1779492309.2121208,stat_pub,stat,-1,,,210,off,off,False,False,
1779492309.7125092,stat_pub,stat,-1,,,210,off,off,False,False,
1779492310.2126722,stat_pub,stat,-1,,,210,off,off,False,False,
1779492310.7130432,stat_pub,stat,-1,,,210,off,off,False,False,
1779492311.2133033,stat_pub,stat,-1,,,210,off,off,False,False,
1779492311.713425,stat_pub,stat,-1,,,209,off,off,False,False,
1779492312.213536,stat_pub,stat,-1,,,209,off,off,False,False,
1779492312.713846,stat_pub,stat,-1,,,209,off,off,False,False,
1779492313.2144127,stat_pub,stat,-1,,,210,off,off,False,False,
1779492313.714948,stat_pub,stat,-1,,,209,off,off,False,False,
1779492314.2152245,stat_pub,stat,-1,,,210,off,off,False,False,
1779492314.715699,stat_pub,stat,-1,,,209,off,off,False,False,
1779492315.216032,stat_pub,stat,-1,,,209,off,off,False,False,
1779492315.7167406,stat_pub,stat,-1,,,210,off,off,False,False,
1779492316.217312,stat_pub,stat,-1,,,209,off,off,False,False,
1779492316.71744,stat_pub,stat,-1,,,208,off,off,False,False,
1779492317.2180386,stat_pub,stat,-1,,,210,off,off,False,False,
1779492317.7186213,stat_pub,stat,-1,,,210,off,off,False,False,
1779492318.2189038,stat_pub,stat,-1,,,210,off,off,False,False,
1779492318.719047,stat_pub,stat,-1,,,209,off,off,False,False,
1779492319.2194002,stat_pub,stat,-1,,,210,off,off,False,False,
1779492319.7198982,stat_pub,stat,-1,,,210,off,off,False,False,
1779492320.22023,stat_pub,stat,-1,,,208,off,off,False,False,
1779492320.7208233,stat_pub,stat,-1,,,209,off,off,False,False,
1779492321.2213955,stat_pub,stat,-1,,,210,off,off,False,False,
1779492321.7216642,stat_pub,stat,-1,,,210,off,off,False,False,
1779492322.222197,stat_pub,stat,-1,,,209,off,off,False,False,
1779492322.722642,stat_pub,stat,-1,,,209,off,off,False,False,
1779492323.2229745,stat_pub,stat,-1,,,210,off,off,False,False,
1779492323.7231784,stat_pub,stat,-1,,,210,off,off,False,False,
1779492324.2233381,stat_pub,stat,-1,,,210,off,off,False,False,
1779492324.7237055,stat_pub,stat,-1,,,210,off,off,False,False,
1779492325.2240229,stat_pub,stat,-1,,,210,off,off,False,False,
1779492325.7243657,stat_pub,stat,-1,,,210,off,off,False,False,
1779492326.224705,stat_pub,stat,-1,,,209,off,off,False,False,
1779492326.7250519,stat_pub,stat,-1,,,210,off,off,False,False,
1779492327.2253432,stat_pub,stat,-1,,,210,off,off,False,False,
1779492327.7257352,stat_pub,stat,-1,,,210,off,off,False,False,
1779492328.2258954,stat_pub,stat,-1,,,210,off,off,False,False,
1779492328.7263634,stat_pub,stat,-1,,,210,off,off,False,False,
1779492329.2267256,stat_pub,stat,-1,,,210,off,off,False,False,
1779492329.7272296,stat_pub,stat,-1,,,210,off,off,False,False,
1779492330.2274854,stat_pub,stat,-1,,,210,off,off,False,False,
1779492330.7276762,stat_pub,stat,-1,,,210,off,off,False,False,
1779492331.2278268,stat_pub,stat,-1,,,210,off,off,False,False,
1779492331.7281084,stat_pub,stat,-1,,,210,off,off,False,False,
1779492332.2285712,stat_pub,stat,-1,,,210,off,off,False,False,
1779492332.7292361,stat_pub,stat,-1,,,210,off,off,False,False,
1779492333.2297835,stat_pub,stat,-1,,,210,off,off,False,False,
1779492333.7299876,stat_pub,stat,-1,,,210,off,off,False,False,
1779492334.2305326,stat_pub,stat,-1,,,209,off,off,False,False,
1779492334.730739,stat_pub,stat,-1,,,208,off,off,False,False,
1779492335.2312512,stat_pub,stat,-1,,,209,off,off,False,False,
1779492335.7317984,stat_pub,stat,-1,,,210,off,off,False,False,
1779492336.2322729,stat_pub,stat,-1,,,210,off,off,False,False,
1779492336.7328577,stat_pub,stat,-1,,,210,off,off,False,False,
1779492337.2330222,stat_pub,stat,-1,,,210,off,off,False,False,
1779492337.733686,stat_pub,stat,-1,,,209,off,off,False,False,
1779492338.234271,stat_pub,stat,-1,,,209,off,off,False,False,
1779492338.7344592,stat_pub,stat,-1,,,210,off,off,False,False,
1779492339.2347014,stat_pub,stat,-1,,,210,off,off,False,False,
1779492339.735193,stat_pub,stat,-1,,,209,off,off,False,False,
1779492340.235573,stat_pub,stat,-1,,,209,off,off,False,False,
1779492340.7362163,stat_pub,stat,-1,,,210,off,off,False,False,
1779492341.2366908,stat_pub,stat,-1,,,210,off,off,False,False,
1779492341.737121,stat_pub,stat,-1,,,209,off,off,False,False,
1779492342.237671,stat_pub,stat,-1,,,209,off,off,False,False,
1779492342.737846,stat_pub,stat,-1,,,209,off,off,False,False,
1779492343.2383604,stat_pub,stat,-1,,,210,off,off,False,False,
1779492343.7384627,stat_pub,stat,-1,,,210,off,off,False,False,
1779492344.2386901,stat_pub,stat,-1,,,210,off,off,False,False,
1779492344.7389483,stat_pub,stat,-1,,,210,off,off,False,False,
1779492345.2396178,stat_pub,stat,-1,,,210,off,off,False,False,
1779492345.7397313,stat_pub,stat,-1,,,210,off,off,False,False,
1779492346.2401066,stat_pub,stat,-1,,,210,off,off,False,False,
1779492346.7404597,stat_pub,stat,-1,,,209,off,off,False,False,
1779492347.2405999,stat_pub,stat,-1,,,209,off,off,False,False,
1779492347.7408788,stat_pub,stat,-1,,,209,off,off,False,False,
1779492348.2413695,stat_pub,stat,-1,,,210,off,off,False,False,
1779492348.7416553,stat_pub,stat,-1,,,210,off,off,False,False,
1779492349.2421787,stat_pub,stat,-1,,,210,off,off,False,False,
1779492349.7423627,stat_pub,stat,-1,,,210,off,off,False,False,
1779492350.2427528,stat_pub,stat,-1,,,210,off,off,False,False,
1779492350.7430432,stat_pub,stat,-1,,,210,off,off,False,False,
1779492351.2432795,stat_pub,stat,-1,,,210,off,off,False,False,
1779492351.743533,stat_pub,stat,-1,,,209,off,off,False,False,
1779492352.2441208,stat_pub,stat,-1,,,210,off,off,False,False,
1779492352.7444792,stat_pub,stat,-1,,,210,off,off,False,False,
1779492353.2448535,stat_pub,stat,-1,,,210,off,off,False,False,
1779492353.7453783,stat_pub,stat,-1,,,210,off,off,False,False,
1779492354.2459528,stat_pub,stat,-1,,,210,off,off,False,False,
1779492354.74624,stat_pub,stat,-1,,,208,off,off,False,False,
1779492355.2466755,stat_pub,stat,-1,,,210,off,off,False,False,
1779492355.7469947,stat_pub,stat,-1,,,210,off,off,False,False,
1779492356.2474742,stat_pub,stat,-1,,,210,off,off,False,False,
1779492356.747873,stat_pub,stat,-1,,,209,off,off,False,False,
1779492357.2484019,stat_pub,stat,-1,,,210,off,off,False,False,
1779492357.7486053,stat_pub,stat,-1,,,210,off,off,False,False,
1779492358.2493834,stat_pub,stat,-1,,,210,off,off,False,False,
1779492358.7495928,stat_pub,stat,-1,,,210,off,off,False,False,
1779492359.2498174,stat_pub,stat,-1,,,210,off,off,False,False,
1779492359.7501469,stat_pub,stat,-1,,,210,off,off,False,False,
1779492360.2506125,stat_pub,stat,-1,,,209,off,off,False,False,
1779492360.75114,stat_pub,stat,-1,,,207,off,off,False,False,
1779492361.2512662,stat_pub,stat,-1,,,209,off,off,False,False,
1779492361.7516596,stat_pub,stat,-1,,,210,off,off,False,False,
1779492362.2520888,stat_pub,stat,-1,,,210,off,off,False,False,
1779492362.752468,stat_pub,stat,-1,,,209,off,off,False,False,
1779492363.2526898,stat_pub,stat,-1,,,210,off,off,False,False,
1779492363.7529175,stat_pub,stat,-1,,,210,off,off,False,False,
1779492364.2533517,stat_pub,stat,-1,,,210,off,off,False,False,
1779492364.7535849,stat_pub,stat,-1,,,210,off,off,False,False,
1779492365.2539668,stat_pub,stat,-1,,,210,off,off,False,False,
1779492365.7541857,stat_pub,stat,-1,,,210,off,off,False,False,
1779492366.2544487,stat_pub,stat,-1,,,210,off,off,False,False,
1779492366.7549772,stat_pub,stat,-1,,,210,off,off,False,False,
1779492367.2552488,stat_pub,stat,-1,,,210,off,off,False,False,
1779492367.7555678,stat_pub,stat,-1,,,210,off,off,False,False,
1779492368.256398,stat_pub,stat,-1,,,209,off,off,False,False,
1779492368.7569156,stat_pub,stat,-1,,,210,off,off,False,False,
1779492369.2571,stat_pub,stat,-1,,,207,off,off,False,False,
1779492369.7572887,stat_pub,stat,-1,,,210,off,off,False,False,
1779492370.257539,stat_pub,stat,-1,,,209,off,off,False,False,
1779492370.7581336,stat_pub,stat,-1,,,210,off,off,False,False,
1779492371.2585893,stat_pub,stat,-1,,,210,off,off,False,False,
1779492371.7587297,stat_pub,stat,-1,,,210,off,off,False,False,
1779492372.2589986,stat_pub,stat,-1,,,210,off,off,False,False,
1779492372.7596202,stat_pub,stat,-1,,,210,off,off,False,False,
1779492373.260094,stat_pub,stat,-1,,,209,off,off,False,False,
1779492373.7606585,stat_pub,stat,-1,,,209,off,off,False,False,
1779492374.2612293,stat_pub,stat,-1,,,209,off,off,False,False,
1779492374.7615805,stat_pub,stat,-1,,,210,off,off,False,False,
1779492375.2616847,stat_pub,stat,-1,,,210,off,off,False,False,
1779492375.7618053,stat_pub,stat,-1,,,210,off,off,False,False,
1779492376.2623703,stat_pub,stat,-1,,,210,off,off,False,False,
1779492376.7628632,stat_pub,stat,-1,,,210,off,off,False,False,
1779492377.2633348,stat_pub,stat,-1,,,210,off,off,False,False,
1779492377.763614,stat_pub,stat,-1,,,209,off,off,False,False,
1779492378.264104,stat_pub,stat,-1,,,209,off,off,False,False,
1779492378.7644634,stat_pub,stat,-1,,,210,off,off,False,False,
1779492379.2646968,stat_pub,stat,-1,,,210,off,off,False,False,
1779492379.7652564,stat_pub,stat,-1,,,210,off,off,False,False,
1779492380.2658713,stat_pub,stat,-1,,,210,off,off,False,False,
1779492380.766052,stat_pub,stat,-1,,,209,off,off,False,False,
1779492381.266236,stat_pub,stat,-1,,,209,off,off,False,False,
1779492381.7667937,stat_pub,stat,-1,,,210,off,off,False,False,
1779492382.2670197,stat_pub,stat,-1,,,210,off,off,False,False,
1779492382.767675,stat_pub,stat,-1,,,209,off,off,False,False,
1779492383.2679558,stat_pub,stat,-1,,,210,off,off,False,False,
1779492383.768096,stat_pub,stat,-1,,,209,off,off,False,False,
